assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,i_d,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,202,100,75,3,198849,0,0,-3,3,156.0,0,3,1.8,1.7,2,Lucas,['form'],18,1,57.5,19,False,227.6,1208,,2020-01-11T15:00:20.592287Z,47,0,0,0,198849.jpg,1.9,0,0,Torreira,1.2,False,,a,1,3,190.0,37,81981,1619,150405,1384,0.4,7.9,Torreira,3
0,0,0,0,0,0,153256,0,0,-2,2,0.0,0,3,0.0,0.0,0,Mohamed,['form'],0,0,0.0,20,False,0.0,0,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,2019-08-31T11:30:14.714406Z,43,0,0,0,153256.jpg,0.0,0,0,Elneny,0.6,False,,n,1,3,0.0,0,122401,310,113008,1355,0.0,0.0,Elneny,0
2,2,240,,,2,242166,-1,1,-2,2,226.1,0,3,0.5,1.0,0,Matteo,['form'],26,0,67.2,21,False,307.0,1455,,,43,0,0,0,242166.jpg,2.1,0,0,Guendouzi,5.8,False,,a,1,3,138.0,40,847506,1977,854613,11318,0.1,9.1,Guendouzi,5
0,6,319,100,100,3,41270,0,0,-3,3,75.7,2,2,3.5,4.0,2,David,['form'],28,2,70.2,106,False,473.4,1800,,2019-11-28T23:00:21.861570Z,57,0,0,0,41270.jpg,2.8,0,0,Luiz Moreira Marinho,4.9,False,,a,1,3,151.0,56,182397,2308,491345,4846,0.6,9.8,David Luiz,4
0,0,0,,,0,98980,0,0,-2,2,0.0,0,1,0.0,0.5,0,Emiliano,['form'],0,0,0.0,427,False,0.0,0,,,43,0,0,0,98980.jpg,0.0,0,0,Martínez,0.2,False,,a,1,3,0.0,0,5229,72,13204,153,0.0,0.0,Martínez,0
1,5,197,0,0,3,101184,0,0,-1,1,113.5,0,2,0.0,0.0,0,Calum,['form'],15,1,58.7,467,False,272.0,1102,Knee injury - Expected back 01 Jul,2019-12-29T14:30:27.183032Z,44,0,0,0,101184.jpg,3.0,0,0,Chambers,0.7,False,,i,1,3,203.0,42,140346,18,162532,1936,0.5,9.5,Chambers,5
2,3,130,100,100,1,182539,0,0,-3,3,183.0,1,3,0.0,0.5,0,Daniel,['form'],10,0,42.9,469,False,150.0,659,,2019-11-06T17:30:16.584319Z,52,0,0,0,182539.jpg,2.5,0,0,Ceballos Fernández,3.1,False,,a,1,3,96.0,27,996576,151,1130177,1320,0.0,5.2,Ceballos,0
3,5,212,100,100,2,195735,0,0,-4,4,417.7,1,3,2.3,2.8,2,Nicolas,['form'],22,3,118.0,488,False,317.8,1259,,2019-12-11T12:30:12.556688Z,91,0,0,0,195735.jpg,3.0,0,0,Pépé,2.4,False,,a,1,3,442.0,61,264818,2549,470057,6603,0.3,6.7,Pépé,3
1,0,56,0,100,2,200641,0,0,-2,2,95.0,0,3,1.5,2.5,0,Reiss,['form'],4,0,27.7,489,False,53.2,437,Hamstring injury - Expected back 16 Feb,2020-01-18T17:00:23.535651Z,53,0,0,0,200641.jpg,1.8,0,0,Nelson,0.1,False,,i,1,3,129.0,18,11413,21,16730,621,0.4,3.4,Nelson,1
0,0,88,100,100,1,200089,0,0,-2,2,121.0,0,3,0.3,0.8,0,Joseph,['form'],11,0,33.4,490,False,82.6,544,,2019-09-07T11:30:17.190466Z,48,0,0,0,200089.jpg,1.2,0,0,Willock,0.2,False,,a,1,3,129.0,20,24879,54,30161,166,0.1,4.2,Willock,1
1,3,91,100,100,1,444145,0,0,0,0,21.8,0,4,1.8,2.3,8,Gabriel Teodoro,['form'],7,2,30.2,504,False,103.8,476,,2019-12-23T12:00:20.317919Z,45,0,0,0,444145.jpg,2.4,0,0,Martinelli Silva,1.9,False,,a,1,3,177.0,29,251555,18266,216805,2684,0.4,6.4,Martinelli,1
0,0,51,0,0,0,192895,0,0,-2,2,75.1,0,2,0.0,0.0,0,Kieran,['form'],6,0,16.3,515,False,56.0,296,Shoulder injury - Expected back 21 Mar,2019-12-09T22:00:21.790216Z,53,0,0,0,192895.jpg,1.0,0,0,Tierney,0.3,False,,i,1,3,31.0,5,71881,8,108064,271,0.0,0.9,Tierney,1
2,0,99,100,100,2,223340,0,0,0,0,129.1,0,3,1.8,2.3,5,Bukayo,['form'],8,0,39.4,541,False,135.2,785,,2019-11-22T10:00:21.980433Z,45,0,0,0,223340.jpg,1.9,0,0,Saka,0.5,False,,a,1,3,129.0,25,136986,3211,105800,1621,0.4,5.6,Saka,3
0,0,13,0,0,1,209289,-1,1,-2,2,6.3,0,3,0.0,0.0,0,Emile,['form'],0,0,1.6,576,False,9.8,96,Joined Huddersfield Town on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-10T20:00:21.634861Z,43,0,0,0,209289.jpg,2.0,0,0,Smith Rowe,0.0,False,,n,1,3,0.0,4,1522,621,814,158,0.1,0.9,Smith Rowe,0
0,0,0,0,0,0,232233,0,0,0,0,0.0,0,4,0.0,0.0,0,Tyreece,['form'],0,0,0.0,585,False,0.0,0,Joined Lincoln City on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-16T10:30:19.626655Z,45,0,0,0,232233.jpg,0.0,0,0,John-Jules,0.0,False,,n,1,3,0.0,0,310,52,196,47,0.0,0.0,John-Jules,0
1,5,154,,,1,37339,0,0,-3,3,218.9,0,2,0.5,0.5,0,Ahmed,['form'],24,0,43.6,22,False,170.2,701,,,42,0,0,0,37339.jpg,1.7,0,0,El Mohamady,0.9,False,,a,2,7,46.0,19,69632,375,142174,1817,0.2,4.5,El Mohamady,0
0,0,0,100,100,0,43252,0,0,-2,2,0.0,0,2,-0.5,-0.5,0,James,['form'],0,0,0.0,23,False,0.0,0,,2019-08-08T17:00:13.859858Z,43,0,0,0,43252.jpg,0.0,0,0,Chester,0.1,False,,a,2,7,0.0,0,1765,30,7355,63,0.0,0.0,Chester,0
0,0,113,,,2,47390,0,0,-2,2,31.6,0,2,-0.5,-0.5,0,Neil,['form'],19,0,17.5,24,False,115.8,793,,,43,0,0,0,47390.jpg,1.7,0,0,Taylor,0.2,False,,a,2,7,27.0,17,19609,100,25461,239,0.0,4.0,Taylor,2
0,0,88,100,100,1,123354,0,0,-1,1,7.4,0,2,1.3,1.3,2,Kortney,['form'],16,0,21.2,25,False,176.6,630,,2019-08-15T13:00:13.496241Z,44,0,0,0,123354.jpg,1.6,0,0,Hause,0.1,False,,a,2,7,27.0,11,1689,89,4448,63,0.4,2.5,Hause,1
0,0,14,0,0,0,54764,0,0,-1,1,12.2,0,4,0.0,0.0,0,Jonathan,['form'],6,0,3.8,26,False,3.4,111,Joined Al-Gharafa on a permanent deal on 20/1. - Unknown return date,2020-01-08T20:30:20.825750Z,54,0,0,0,54764.jpg,0.8,0,0,Kodjia,0.1,False,,n,2,7,24.0,5,4178,9,27279,113,0.1,0.9,Kodjia,1
0,0,34,100,100,0,98770,0,0,-2,2,0.0,0,1,-0.3,-0.3,0,Ørjan,['form'],8,0,5.8,27,False,57.0,177,,2019-07-30T15:00:08.973693Z,43,0,0,0,98770.jpg,1.0,0,8,Nyland,0.3,False,,a,2,7,0.0,3,16901,231,14986,1547,0.0,0.7,Nyland,0
2,6,199,100,100,2,85242,0,0,-3,3,251.9,2,3,1.8,1.8,0,Conor,['form'],23,3,67.0,28,False,242.0,843,,2019-12-15T13:00:22.404997Z,57,0,0,0,85242.jpg,3.1,0,0,Hourihane,0.2,False,,a,2,7,178.0,50,17319,115,26266,576,0.4,8.8,Hourihane,3
6,14,413,100,100,4,114283,1,-1,6,-6,705.1,3,3,6.0,6.0,10,Jack,['form'],40,7,180.9,29,False,610.4,1883,,2019-10-26T18:30:22.524063Z,66,0,1,0,114283.jpg,5.0,0,0,Grealish,22.4,False,,a,2,7,496.0,105,2003578,203433,813868,18620,1.0,16.2,Grealish,6
4,0,213,100,100,4,193488,0,0,0,0,333.5,0,3,1.7,1.7,2,Anwar,['form'],32,4,117.2,30,False,329.6,1403,,2019-12-01T18:30:17.584307Z,55,0,0,0,193488.jpg,3.5,0,0,El Ghazi,1.0,False,,a,2,7,510.0,69,244412,3340,214449,3661,0.4,12.5,El Ghazi,3
2,4,253,0,0,3,122806,0,0,0,0,375.3,0,3,0.0,0.0,0,John,['form'],30,3,113.5,31,False,386.4,1537,Ankle injury - Unknown return date,2019-12-21T17:00:13.681907Z,55,0,0,0,122806.jpg,3.4,0,0,McGinn,3.1,False,,i,2,7,375.0,61,1282783,25,1307551,6176,0.0,11.1,McGinn,2
0,0,0,0,0,0,174597,0,0,-1,1,0.0,0,3,0.0,0.0,0,Andre,['form'],0,0,0.0,32,False,0.0,0,Joined Charlton Athletic on loan until the end of the season on 2/1. - Expected back 01 Jul,2019-08-04T16:30:15.274646Z,49,0,0,0,174597.jpg,0.0,0,0,Green,0.0,False,,n,2,7,0.0,0,355,7,1388,9,0.0,0.0,Green,0
0,0,0,0,0,0,27770,0,0,0,0,0.0,0,3,0.0,0.0,0,Birkir,['form'],0,0,0.0,33,False,0.0,0,Left Aston Villa by mutual consent on 8/8.,2019-08-08T15:30:15.672945Z,45,0,0,0,27770.jpg,0.0,0,0,Bjarnason,0.0,False,,u,2,7,0.0,0,688,9,7614,14,0.0,0.0,Bjarnason,0
0,0,16,0,0,0,221239,0,0,-2,2,23.3,0,3,0.0,0.0,0,Keinan,['form'],1,0,8.2,34,False,14.4,74,Hamstring injury - Expected back 01 Feb,2019-10-30T23:30:12.401435Z,43,0,0,0,221239.jpg,1.0,0,0,Davis,0.2,False,,i,2,7,46.0,6,19180,165,30897,336,0.0,1.4,Davis,0
0,0,34,100,100,0,40564,0,0,-1,1,27.2,0,3,0.2,0.2,0,Henri,['form'],6,0,5.5,35,False,13.4,189,,2019-11-08T18:00:15.526636Z,44,0,0,0,40564.jpg,1.2,0,0,Lansbury,0.4,False,,a,2,7,13.0,11,68601,42,61664,624,0.2,2.5,Lansbury,0
1,0,41,100,100,2,89274,0,0,-2,2,56.1,0,3,-0.2,-0.2,0,José Ignacio,['form'],4,0,14.9,36,False,42.6,310,,2019-10-17T13:00:14.384046Z,58,0,0,0,89274.jpg,1.9,0,0,Peleteiro Romallo,0.1,False,,a,2,7,51.0,15,12937,99,25926,135,0.1,2.6,Jota,0
0,3,346,0,0,4,21205,0,0,-1,1,0.3,1,1,0.0,0.0,0,Tom,['form'],35,0,50.7,94,False,507.4,1794,Knee injury - Unknown return date,2020-01-01T15:00:18.235936Z,44,1,0,0,21205.jpg,3.0,0,67,Heaton,3.3,False,,i,2,7,0.0,59,293162,174,482790,13084,0.6,13.4,Heaton,0
0,0,22,100,100,0,61603,0,0,-1,1,4.2,0,3,0.0,0.0,1,Daniel,['form'],8,0,1.9,120,False,7.6,203,,2020-01-02T04:30:20.207210Z,44,0,0,0,61603.jpg,1.3,0,0,Drinkwater,0.6,False,,a,2,7,8.0,4,22241,517,133343,469,0.1,0.9,Drinkwater,1
2,9,281,100,75,3,169359,0,0,-1,1,296.4,1,2,1.3,1.0,2,Matt,['form'],23,1,66.8,309,False,340.6,1238,,2019-12-28T17:00:19.505846Z,44,0,0,0,169359.jpg,3.4,0,0,Targett,0.9,False,,a,2,7,30.0,51,139816,1385,160666,3682,0.4,11.6,Targett,3
1,7,180,0,0,6,213345,0,0,-5,5,169.8,1,4,0.0,0.0,0,Wesley,['form'],31,5,108.3,428,False,296.2,1782,Knee injury - Unknown return date,2020-01-01T15:00:18.798443Z,55,0,1,0,213345.jpg,3.2,0,0,Moraes,1.0,False,,i,2,7,632.0,67,402930,49,426103,2230,0.3,12.2,Wesley,3
0,0,3,0,0,0,79852,0,0,-1,1,0.0,0,1,0.0,0.0,0,Jed,['form'],0,0,0.0,429,False,0.0,7,Achilles injury - Unknown return date,2019-11-10T16:00:17.790777Z,44,0,0,0,79852.jpg,1.0,0,0,Steer,0.1,False,,i,2,7,0.0,1,1170,9,6405,63,0.0,0.2,Steer,0
1,3,315,100,100,3,149484,0,0,0,0,61.2,0,2,0.0,0.0,2,Tyrone,['form'],33,1,57.9,445,False,465.0,1642,,2019-12-08T16:00:13.818311Z,45,0,0,0,149484.jpg,2.4,0,0,Mings,2.8,False,,a,2,7,52.0,46,477841,1907,445859,4541,0.1,10.2,Mings,3
1,0,163,100,100,2,199798,0,0,-2,2,44.9,0,2,1.2,1.2,2,Ezri,['form'],22,0,33.7,452,False,206.2,915,,2019-08-05T15:00:10.970602Z,43,0,0,0,199798.jpg,2.1,0,0,Konsa Ngoyo,0.1,False,,a,2,7,84.0,23,5044,121,5901,162,0.4,5.3,Konsa,0
0,4,212,100,100,3,108156,-1,1,-1,1,5.7,1,2,-0.3,-0.3,0,Bjorn,['form'],25,0,30.4,455,False,265.0,1221,,2020-01-02T12:30:17.002224Z,44,0,0,0,108156.jpg,2.4,0,0,Engels,0.5,False,,a,2,7,31.0,34,95814,51,85099,927,0.0,7.7,Engels,1
2,2,249,100,100,4,203368,0,0,-1,1,153.6,1,2,0.3,0.3,2,Frédéric,['form'],24,0,54.6,458,False,350.8,1448,,2019-12-01T19:30:19.368861Z,44,0,0,0,203368.jpg,2.5,0,0,Guilbert,0.6,False,,a,2,7,40.0,45,96947,309,94561,1906,0.2,10.2,Guilbert,5
2,2,149,100,100,3,148508,0,0,-3,3,223.5,0,3,1.7,1.7,2,Mahmoud Ahmed,['form'],20,3,101.9,465,False,263.4,1147,,2019-08-31T16:30:09.941826Z,52,0,0,0,148508.jpg,2.6,1,0,Ibrahim Hassan,1.2,False,,a,2,7,535.0,52,142567,1100,271840,2654,0.4,10.0,Trézéguet,2
2,4,235,,,5,230046,0,0,-1,1,149.7,0,3,2.7,2.7,4,Douglas Luiz,['form'],29,2,70.2,470,False,280.0,1317,,,44,0,0,0,230046.jpg,2.8,0,0,Soares de Paulo,3.7,False,,a,2,7,271.0,58,643032,13743,469679,9301,0.7,13.2,Douglas Luiz,2
0,0,0,0,,0,88175,0,0,-2,2,0.0,0,1,-0.5,-0.5,0,Lovre,['form'],0,0,0.0,474,False,0.0,0,Joined Toulouse on loan until the end of the season on 20/1. - Expected back 01 Jul,2020-01-20T17:00:23.372293Z,43,0,0,0,88175.jpg,0.0,0,0,Kalinic,0.1,False,,n,2,7,0.0,0,1697,12,4598,78,0.0,0.0,Kalinic,0
0,0,198,75,,1,184704,0,0,-1,1,139.6,0,3,0.5,0.7,1,Marvelous,['form'],26,0,39.1,491,False,228.4,1257,Knock - 75% chance of playing,2020-01-18T19:30:18.468247Z,44,0,0,0,184704.jpg,1.7,0,0,Nakamba,0.8,False,,d,2,7,21.0,27,124338,44,96614,2296,0.3,6.1,Nakamba,3
0,0,0,,,0,223349,0,0,0,0,0.8,0,3,0.0,0.0,1,Indiana,['form'],0,0,0.2,600,False,1.2,23,,,45,0,0,0,223349.jpg,1.0,0,0,Vassilev,0.0,False,,a,2,7,0.0,1,134,61,32,13,0.1,0.2,Vassilev,0
0,0,11,,,0,8432,0,0,0,0,0.0,0,1,1.5,1.5,2,José,['form'],1,0,1.4,603,False,13.8,90,,,45,0,0,0,8432.jpg,2.0,0,1,Reina,0.2,False,,a,2,7,0.0,2,17026,6274,1920,954,0.4,0.4,Reina,0
0,5,280,0,100,3,56917,0,0,0,0,37.8,2,2,0.0,0.7,-2,Steve,['form'],31,1,58.4,58,False,434.0,1650,Suspended until 01 Feb,2020-01-18T17:00:22.247187Z,50,0,0,0,56917.jpg,2.3,1,0,Cook,0.2,False,,s,3,91,110.0,44,39781,35,44909,1402,0.0,8.8,Steve Cook,3
1,5,323,100,100,3,126184,0,0,-2,2,67.6,0,2,0.5,1.0,2,Nathan,['form'],25,1,67.9,59,False,392.2,1564,,2019-12-07T17:00:19.171927Z,48,0,0,0,126184.jpg,2.9,0,0,Aké,6.4,False,,a,3,91,220.0,53,517088,4687,1266591,4009,0.1,11.0,Aké,1
0,0,18,0,0,0,41320,0,0,-2,2,29.6,0,2,0.0,0.0,0,Charlie,['form'],2,0,5.2,60,False,22.4,126,Knee injury - Unknown return date,2019-08-25T15:30:14.994228Z,43,0,0,0,41320.jpg,1.5,0,0,Daniels,0.1,False,,i,3,91,0.0,3,3218,7,16904,25,0.0,0.7,Daniels,0
0,2,161,0,0,1,223911,0,0,-2,2,16.5,1,2,0.0,0.0,0,Chris,['form'],19,1,42.2,61,False,268.6,901,Knee injury - Expected back 11 Apr,2020-01-10T17:00:16.673521Z,43,0,0,0,223911.jpg,2.4,0,0,Mepham,0.7,False,,i,3,91,136.0,26,94580,7,115904,1606,0.2,6.0,Mepham,1
0,1,112,100,100,1,15149,0,0,-1,1,49.3,0,2,0.5,1.0,1,Simon,['form'],14,0,26.6,62,False,152.4,604,,2019-12-26T17:00:15.517956Z,44,0,0,0,15149.jpg,1.1,1,0,Francis,0.0,False,,a,3,91,62.0,12,4218,74,3342,112,0.1,2.7,Francis,1
1,3,186,100,100,3,54469,0,0,-2,2,92.9,1,2,0.2,0.7,1,Adam,['form'],16,0,33.2,63,False,159.6,1017,,2019-11-30T15:00:18.860871Z,43,0,0,0,54469.jpg,2.8,0,0,Smith,0.4,False,,a,3,91,80.0,33,59978,301,132094,459,0.0,7.7,Adam Smith,4
0,0,0,75,25,0,235530,0,0,-1,1,0.0,0,2,0.0,0.1,0,Lloyd,['form'],0,0,0.0,64,False,0.0,0,Lack of match fitness - 75% chance of playing,2019-11-11T23:30:19.870065Z,44,0,0,0,235530.jpg,0.0,0,0,Kelly,0.0,False,,d,3,91,0.0,0,4642,33,8735,44,0.0,0.0,Kelly,0
2,5,287,100,100,5,171129,-1,1,3,-3,378.9,1,2,0.5,1.0,2,Diego,['form'],23,0,83.2,65,False,381.2,1523,,2019-12-21T17:00:13.810253Z,43,0,0,0,171129.jpg,2.9,0,0,Rico,11.9,False,,a,3,91,69.0,53,1273041,4633,818301,57190,0.1,12.0,Rico,6
0,0,25,,,0,222434,0,0,0,0,12.6,0,2,0.5,1.0,0,Jack,['form'],4,0,5.8,66,False,28.2,167,,,40,0,0,0,222434.jpg,1.0,0,0,Simpson,7.6,False,,a,3,91,18.0,3,387796,1972,400645,11357,0.1,0.8,Simpson,0
3,4,208,100,100,3,75115,0,0,-6,6,271.1,1,4,1.3,1.8,1,Callum,['form'],35,5,97.6,67,False,247.6,1806,,2019-12-07T17:00:19.209039Z,74,0,0,0,75115.jpg,3.2,0,0,Wilson,4.6,False,,a,3,91,463.0,70,787440,4614,1647486,7762,0.2,9.5,Callum Wilson,5
3,6,176,0,0,3,78007,0,0,-4,4,248.2,1,4,0.0,0.0,0,Joshua,['form'],18,3,86.8,68,False,264.4,1307,Hamstring injury - Expected back 09 Feb,2019-12-28T15:00:26.365175Z,61,0,0,0,78007.jpg,3.6,0,0,King,3.4,False,,i,3,91,355.0,58,620512,34,1657863,2676,0.2,9.5,King,0
0,0,47,100,100,1,154566,0,0,-3,3,138.8,0,4,1.3,1.8,1,Dominic,['form'],23,0,57.3,69,False,77.4,1052,,2019-11-24T12:00:21.142150Z,52,0,0,0,154566.jpg,1.5,0,0,Solanke,0.3,False,,a,3,91,357.0,30,28161,223,47492,446,0.2,5.8,Solanke,1
0,0,3,100,100,0,217331,0,0,-2,2,0.3,0,4,0.2,0.7,0,Sam,['form'],1,0,0.3,71,False,0.2,15,,2019-08-07T20:00:14.104634Z,43,0,0,0,217331.jpg,1.0,0,0,Surridge,0.5,False,,a,3,91,2.0,1,51230,1805,78985,939,0.0,0.2,Surridge,0
0,0,0,0,0,0,40349,0,0,-3,3,0.0,0,1,0.0,0.0,0,Asmir,['form'],0,0,0.0,72,False,0.0,0,Joined AC Milan on loan until the end of the season on 13/1. - Expected back 01 Jul,2020-01-13T20:30:12.943407Z,42,0,0,0,40349.jpg,0.0,0,0,Begovic,0.8,False,,n,3,91,0.0,0,12291,12,152669,514,0.0,0.0,Begovic,0
0,0,0,,,0,18726,0,0,-2,2,0.0,0,1,0.0,0.5,0,Artur,['form'],0,0,0.0,73,False,0.0,0,,,43,0,0,0,18726.jpg,0.0,0,0,Boruc,0.3,False,,a,3,91,0.0,0,7093,85,19642,193,0.0,0.0,Boruc,0
0,0,9,,,0,229600,0,0,-3,3,0.0,0,1,0.2,0.7,0,Mark,['form'],3,0,1.5,74,False,15.2,90,,,42,0,0,0,229600.jpg,1.0,0,2,Travers,0.2,False,,a,3,91,0.0,1,4242,226,12254,303,0.0,0.2,Travers,0
3,2,227,100,100,4,90105,0,0,-6,6,456.8,0,3,1.7,2.2,2,Ryan,['form'],26,1,105.3,75,False,264.0,1598,,2019-11-29T10:30:15.625182Z,69,0,0,0,90105.jpg,2.5,0,0,Fraser,2.7,False,,a,3,91,334.0,56,139082,1138,1112810,2601,0.2,8.1,Fraser,2
